pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
35,24,20.984745839378306,4134,48.35414436146453,24464,285.10640895646804,4,1,4,0,4,2,75,Benign
66,36,23.744694262803133,2587,44.04997570800261,8534,148.29644987812458,1,2,1,0,34,1,19,Benign
53,12,34.642599702096796,1777,32.85514963212467,16799,222.73396961635746,11,0,4,4,3,1,68,Malware
75,19,18.152565941057347,2365,35.38769923163017,12791,187.17796036061367,5,3,1,3,3,2,85,Malware
82,24,6.987640908625998,1166,23.356942274673017,14512,302.02845068994236,9,1,4,1,38,1,31,Malware
89,33,33.71020753458064,4222,13.715795691795881,26720,156.48613392830097,7,2,4,5,49,2,30,Malware
92,25,28.79185162710643,3570,26.552027836024113,19563,253.26030215700516,1,7,1,8,1,1,58,Benign
61,26,16.94931103590714,3011,34.779187799618306,24487,210.06516199426378,2,3,0,0,12,0,12,Benign
62,28,34.47185160868307,4678,12.865652325966622,24220,398.4195656827907,2,8,1,0,19,1,46,Benign
96,20,15.366072510458785,1583,14.411665102855322,11313,379.86790925413754,11,5,4,5,35,1,51,Malware
47,25,16.163605880240862,3548,23.151261644228363,23501,137.9722118662491,3,0,2,3,5,0,37,Malware
54,14,23.291940595697625,3943,28.354018679638077,14326,481.39355515116733,0,5,3,2,43,0,78,Benign
83,14,13.2304215846607,1998,29.66584055593526,7717,397.87316723203554,10,6,0,6,39,2,64,Malware
87,35,25.95714455392198,1559,15.894303314400258,29510,346.38347829910737,0,3,1,0,10,1,78,Benign
96,23,9.585509118515176,4419,21.291067726739442,27798,291.0805979138739,5,7,3,0,10,1,82,Benign
75,27,8.240759580744605,4343,23.082362603180435,28825,171.1689683061756,10,9,0,1,37,2,97,Malware
53,35,21.046340226924666,4501,13.38174381006231,19605,484.8063907947175,6,2,2,1,36,0,40,Malware
61,17,21.664810471832034,2011,26.304985029484865,13381,103.14335068096328,6,6,3,0,35,1,87,Benign
76,14,8.19965208889072,4678,13.61107863777536,15961,376.992453691951,10,6,1,4,25,2,60,Malware
52,16,33.92528783393453,1232,45.1728921554835,8379,302.9777298153194,6,3,2,0,49,2,36,Benign
95,25,22.198599728212514,1559,29.302388327865522,19349,461.0327560098296,5,0,1,3,31,1,30,Benign
56,32,9.531049774907782,2231,26.337619468918735,16749,252.27891174191038,9,9,3,5,44,2,96,Malware
31,23,14.34327572996897,4524,16.326108575180346,19029,307.45776758718034,11,9,1,7,36,2,77,Malware
46,14,29.00702641799488,2762,21.32518277224479,6569,396.9357567653544,6,5,2,7,19,2,13,Malware
62,33,20.696945835965955,2524,21.63526044695618,25309,119.02661732900893,6,9,2,2,7,2,78,Malware
38,18,10.644450456396669,1920,59.26021074366515,22871,121.79009641000862,10,6,3,2,9,1,22,Malware
72,13,8.085469161854142,4660,51.76746897542466,25207,184.66909953517148,8,2,3,0,25,0,41,Benign
77,13,17.923232367124545,3908,10.763114581671582,8504,158.5698334116915,7,4,4,0,23,2,78,Benign
68,25,15.122441260593027,2242,40.84182953842399,7622,102.57738733355714,9,7,2,1,13,0,40,Malware
71,33,24.677520574459205,3919,22.795504821096188,10519,349.19592884248425,8,6,4,1,42,2,69,Benign
55,26,32.75740960853496,1080,15.218846440979213,28119,418.375186982403,10,1,1,10,11,0,24,Malware
79,24,12.431908573224764,4620,45.27998815598774,5913,482.8459905342364,6,3,3,4,35,1,27,Malware
54,13,30.657017998485355,3661,16.58027747341746,18055,276.3601270687673,1,6,0,2,24,1,27,Benign
53,15,32.61385935335602,1702,32.18703897648678,10229,211.88826329662731,9,8,1,2,34,1,37,Malware
42,25,32.06007798409705,1540,41.60825824199621,29623,445.560979511399,7,6,4,3,45,1,17,Malware
89,38,33.56231989836306,2849,37.724737807749435,26585,437.75824513575697,7,7,2,0,15,0,37,Benign
36,13,30.263258663878258,3812,58.88145491513715,15864,349.93728437348136,11,9,3,4,11,2,71,Malware
86,15,22.804580161900105,2274,49.28713065612613,26781,209.25961545677384,7,8,3,1,19,1,87,Malware
65,14,17.295382961307258,3785,48.70966880637449,17597,463.40703796237375,3,0,1,0,48,2,78,Benign
74,25,19.75063358101314,3653,27.779769704051564,28079,171.3605346767116,4,2,1,4,28,0,27,Malware
49,39,31.17836524632756,4486,10.419774604207085,5541,117.45860145747424,4,5,3,8,48,1,16,Benign
94,34,14.041951322515473,4157,46.72054648353441,9862,418.6473138909457,8,7,4,0,38,1,91,Benign
37,25,9.777850830232833,1621,59.98660421478362,14398,325.4636241737834,5,6,2,3,14,1,28,Malware
45,19,9.224576544013855,2240,30.29395538718078,29759,198.58712684741005,4,5,3,3,7,0,89,Benign
43,18,29.809838297150012,4069,59.27592494785587,29105,368.3582649280851,9,3,3,6,32,2,24,Malware
44,13,27.844570589902933,3243,17.08540547671732,13180,406.68660952510606,5,7,1,3,1,1,65,Benign
95,38,19.929360231390245,4042,24.82561758183587,27993,437.81838053691746,11,9,2,10,22,1,41,Malware
61,23,13.246142842764595,2320,18.536346587123532,26118,212.85040638745247,4,3,3,8,33,2,52,Malware
92,13,25.328395266278342,3993,33.75879864634079,18748,110.23498050077976,4,5,1,8,48,2,11,Benign
80,21,6.152992922974095,3091,49.84907007536102,26073,304.0155280107411,11,2,0,4,12,1,99,Malware
54,33,22.04683446999984,3440,27.033084576897693,14448,442.43143925215736,4,6,3,4,29,1,30,Malware
87,19,16.95275506218391,2466,55.31144685759357,19132,183.12853490477528,7,5,0,1,33,0,73,Malware
92,13,34.33578901435905,2113,37.24152066648925,15943,268.4501892474154,8,6,2,2,33,1,46,Malware
91,27,20.22680747331578,3202,33.27122068709386,25480,202.56829403395548,11,4,2,3,22,0,24,Malware
51,22,21.568032573508034,4025,49.351792109763814,12151,105.34506056956387,2,4,3,0,6,0,38,Benign
87,22,26.370879903284575,4549,15.072174852089228,26198,459.4096385773388,10,1,4,3,31,2,92,Malware
87,23,19.5361544337694,2644,48.68762356053374,8780,154.02129068359662,3,5,1,4,45,0,40,Malware
78,27,11.737058578302543,1058,22.147600008641334,13474,406.7068463014027,8,0,1,4,20,0,48,Malware
81,10,21.11833539645344,3157,24.040627359161878,24984,238.64129271666422,7,6,4,1,16,1,67,Benign
71,30,33.32806612672161,1478,39.97268866600399,28358,211.07276356266607,9,2,0,2,33,1,48,Malware
99,25,17.297329645054155,3665,55.09672125231026,21255,476.4115546021474,5,1,2,3,11,0,97,Benign
44,24,25.38922864999019,2922,38.92034748854324,14401,362.87979469625697,2,6,3,10,34,0,24,Malware
83,31,34.341025666570545,2756,42.44746743972435,27649,374.7690647685903,0,8,1,0,37,0,65,Benign
89,34,29.897669389504713,2798,48.82972948026371,5440,403.8611673815379,2,0,1,0,37,0,39,Benign
37,14,24.77102399249971,2617,22.966237949624336,25191,236.37333440906568,2,5,3,0,28,0,34,Benign
82,38,27.07989464991543,1783,51.361683640207126,17926,325.46579227830927,6,7,3,1,6,0,69,Benign
89,15,33.09449744051226,4120,30.898007453357486,21857,208.08933761875426,4,1,1,1,44,0,56,Malware
34,15,33.7925631320107,2400,18.782784674558123,12289,433.8166061907476,1,4,1,1,1,0,90,Benign
97,12,34.069043909659875,2055,27.50590397305625,23241,339.722951719464,1,3,1,0,37,2,65,Benign
35,25,23.76924884607566,2509,22.306555585911266,24163,197.36273041644705,6,9,3,0,22,1,34,Benign
76,21,16.541349495957096,3648,21.43568025678229,10036,459.9033625287113,7,2,0,0,33,2,55,Benign
84,13,8.994593868688998,3987,24.12815993595831,21150,332.3360001935407,4,9,1,0,18,1,12,Benign
69,10,16.566440040212086,4039,19.046540737104475,25726,298.0122013029652,1,7,0,0,38,2,31,Benign
81,13,33.28866364206857,3578,43.385087854132145,17475,113.79503457278686,2,1,1,5,29,1,45,Benign
45,10,31.69391241777169,2026,38.99958785175586,16547,463.920802064245,3,0,3,2,39,0,14,Malware
42,30,20.709789861886357,1377,42.42209464917142,10243,480.90956641255127,9,0,4,0,2,0,49,Benign
59,36,21.11021859781772,1571,27.18623619140802,28417,325.03945113512157,3,9,0,1,1,1,80,Benign
48,36,14.267610487849085,2954,48.486670128702215,9342,277.005341445823,8,4,4,3,6,2,36,Malware
46,17,18.63523670211444,4313,16.480437047708236,16669,243.8260264018761,9,8,1,0,48,0,88,Benign
92,33,26.433454818181854,2564,38.556835473068006,10054,207.21919301441426,8,3,1,0,27,1,69,Benign
48,14,17.07292176943376,1586,23.772648612323696,24722,329.8117351216825,5,6,3,3,42,0,72,Malware
87,39,10.639516162281016,4653,36.38049503488057,29141,151.23802120582616,6,1,4,7,15,0,87,Malware
84,35,21.225787364752332,2618,26.18185876201196,15018,467.6694432980561,9,2,4,4,14,0,85,Malware
91,11,11.76010734362984,1356,49.52558825456477,27678,170.3834952231283,0,9,1,0,32,1,88,Benign
52,21,34.228626680378,1684,54.563591941904726,25603,398.20530493740694,6,8,2,2,11,0,56,Malware
38,31,16.710197420358625,2946,47.129061168581565,29570,222.7551089474606,12,4,2,10,5,1,99,Malware
41,26,32.289949148273486,4268,18.779185642462338,11415,190.42843107147132,4,5,4,0,19,0,60,Benign
30,16,11.766619898108729,3905,23.743344919418114,6894,323.1476717419119,9,2,4,0,27,0,53,Benign
87,20,10.676270159173294,4490,55.96790327592079,10459,406.049992463802,8,5,0,0,46,2,36,Benign
30,13,23.50703387119212,1658,31.861006382910062,25185,390.6946675761259,10,9,1,3,1,2,62,Malware
63,14,28.38137234909962,2296,57.05902046746334,24039,193.50254035888298,0,7,2,0,47,1,14,Benign
77,15,22.002936915571272,2525,29.62258444311334,8518,232.20094010784038,5,9,3,5,41,2,31,Malware
30,20,11.893870508157782,3082,57.58873302953319,10681,447.53287320015045,3,0,0,1,33,1,48,Benign
45,10,6.136830886519881,4054,56.28694938666655,26460,389.29749780656323,0,9,2,1,31,0,30,Benign
90,34,23.548664635730155,4696,43.02634449933081,14672,385.0775621410248,8,7,1,0,29,0,66,Benign
93,19,8.931116760966448,3508,10.441352423075141,22029,207.5620305327564,1,7,1,0,39,2,59,Benign
92,29,15.295291610969937,3765,30.016734098796846,19399,416.8017230697742,8,6,1,1,1,2,49,Malware
98,33,25.273542610136943,2693,55.56175648477979,18704,243.36711817297513,2,3,2,0,45,1,54,Benign
51,30,7.940703217487957,4324,54.25551445540574,6698,260.55620806372394,3,0,1,0,27,1,56,Benign
96,20,8.817544393518673,2657,19.369390004805684,29321,215.02443560029042,3,9,3,2,41,2,96,Benign
55,33,6.849986219222124,1511,29.95912479845513,24954,148.55609881569677,1,1,1,0,7,2,33,Benign
45,26,34.8823738672048,2071,51.77549639397358,17805,268.15742519831923,3,9,0,2,43,2,65,Malware
80,17,16.612303058047438,4256,38.89389266250272,8426,106.77580076894743,7,2,3,1,31,1,78,Benign
86,36,32.173855032039036,3538,52.36496167231003,16896,282.3640957709039,2,4,0,10,29,0,24,Malware
58,22,13.807569152728462,3320,51.32836922242815,16416,390.0025752412612,13,2,0,3,43,2,43,Malware
98,36,27.596076954214873,2636,55.37410034762415,17616,484.29801310579006,8,7,4,5,38,0,38,Malware
76,29,11.571998489371367,2012,15.861029409729085,26169,131.44525782641335,0,5,4,0,45,0,44,Benign
91,27,19.94974128944751,3574,17.260757072675784,9574,212.51628167019803,0,2,1,0,3,2,34,Benign
98,36,29.738472178873387,2151,14.140451448452627,5390,297.6524206446801,9,1,3,2,43,0,62,Benign
45,31,29.490031966852477,1209,56.76344205477158,19910,168.15517948076652,2,2,2,1,2,0,64,Benign
77,25,28.828421520880234,1623,33.758119218894656,17699,146.73140883052187,2,1,4,0,9,1,77,Benign
68,11,29.712032391156587,2805,13.216264174122408,22665,280.9272421802202,10,2,3,5,39,2,35,Malware
62,14,11.344168439176379,2165,26.07649512570206,20936,332.2922115568827,1,8,4,0,30,1,56,Benign
52,27,19.466488176811595,1172,27.570632056498344,21890,428.0830906185449,3,0,3,0,14,0,13,Benign
39,12,19.54614423791476,2888,50.477991173837864,6722,499.1213687176715,2,2,1,0,48,0,45,Benign
98,36,31.715074620437374,4749,46.77384460854615,19231,409.7083119948739,6,6,0,0,20,0,11,Benign
63,31,13.906754881982865,1446,44.46935247812845,22341,188.5361807865281,5,1,4,3,14,2,56,Benign
81,26,32.94487680167145,4190,11.093177629568936,10858,399.191227504499,8,2,0,8,22,0,25,Benign
39,25,18.523872089182973,4786,55.53478982131894,11437,314.86144972763293,11,5,0,2,27,1,87,Malware
48,15,25.093610095322564,1010,20.77776334578708,22146,280.32383028137554,5,1,2,5,15,2,49,Malware
87,28,13.066493368380032,1760,41.45307023463389,10596,474.29139756290783,3,0,2,4,26,1,29,Malware
30,16,17.30894320493922,2327,13.090952150570958,10949,380.83703476786457,0,9,1,2,15,2,28,Benign
98,27,26.294027962074214,2783,14.076304593602725,19016,372.6772294175832,7,1,3,1,31,2,62,Benign
33,23,20.38241425553028,2177,10.478864806506108,27646,104.70238589104008,2,3,1,2,11,1,29,Malware
45,15,32.92124035065002,3370,38.296382227266534,11621,446.0285965519132,5,4,3,6,14,2,14,Malware
53,17,27.113748976924324,4608,41.46898348084524,15803,417.32019096412444,1,0,2,0,4,1,63,Benign
31,24,21.932087765318,1976,12.523115161661437,7889,219.576751172177,5,3,1,10,35,1,59,Malware
61,24,31.600092699566243,3492,24.524244238201945,12777,216.8453650026435,2,4,3,0,32,0,55,Benign
53,24,24.96669166366233,3389,52.57272070890083,22726,121.39138402076001,12,3,2,2,36,0,46,Malware
41,25,24.41961420261297,3268,15.065418341145705,10514,120.34256949147087,8,1,3,7,32,0,66,Malware
79,10,12.39113999442882,3157,20.82735822766656,12215,367.4378053846725,10,0,1,3,14,1,24,Malware
64,20,16.845708965846327,3457,31.219560423621353,14828,174.49504516311177,9,3,4,5,34,2,28,Benign
62,36,25.499109578120645,4489,52.1137051316558,28002,469.4191399354202,1,1,4,3,3,0,99,Benign
62,38,31.753751344494734,4673,22.74245272376021,20281,436.961771209981,4,9,1,0,37,2,64,Benign
90,34,14.466424209347457,3552,59.85685076816711,12753,239.55406401287348,6,8,0,3,49,2,65,Malware
80,14,11.46456865828954,2800,27.763090656926416,13741,252.0274207249742,5,3,4,1,23,1,73,Malware
72,14,22.810879364475674,1039,29.322432924181154,7005,230.91062434191224,10,2,4,5,36,2,39,Malware
41,38,7.015912943081394,4580,16.105310211539717,28255,136.9579652767037,5,6,4,0,22,1,85,Benign
96,37,26.436251043500157,2482,44.009895042826535,23567,112.57206306008717,8,2,0,1,48,1,92,Benign
94,30,26.094156298624426,3310,22.17325913922408,13950,280.8532633359589,11,9,2,8,44,1,56,Malware
62,15,15.648980929584653,4741,41.443379764752315,21707,477.21604579659777,1,7,2,1,1,1,18,Benign
69,11,31.780329600347052,4189,21.15788642014633,12364,466.8997283276541,0,4,0,0,36,1,45,Benign
72,15,20.065434246173826,4521,29.393613361323396,15117,423.9354964485458,7,3,0,0,14,1,14,Benign
73,23,24.372948520788103,4839,52.83360459772088,29686,351.43797097720187,7,0,1,5,17,2,38,Malware
58,20,11.287354458150135,4485,46.945295573703504,6823,442.48896267657955,1,4,1,0,15,0,76,Benign
42,13,17.5202100548,3755,17.72954499718617,25005,306.02740709262565,10,8,1,4,27,0,34,Malware
41,33,30.872526208093046,2849,40.38540836870507,6138,172.0640532082527,3,7,2,3,47,0,70,Malware
75,38,11.388186428970284,1822,41.43203258369047,6720,373.6681391156927,9,3,3,6,17,2,94,Malware
31,36,16.717231327774066,4597,14.528423675093052,22107,468.25841407139814,9,8,4,2,2,2,56,Malware
64,34,14.542296332843899,1460,33.29028271679679,28015,107.84203896229872,5,6,1,0,25,1,69,Benign
37,18,9.533305545943403,2141,23.033419783380396,7412,200.5776208831723,8,1,4,2,8,0,19,Malware
55,33,13.691537543826067,1216,33.35650713817415,18795,206.17527650850857,4,6,0,0,10,2,43,Benign
63,12,11.9831685072565,2740,48.853549566143755,5766,139.61581544650437,5,3,2,1,28,1,94,Benign
36,35,32.70780891383982,3124,17.912977990515984,18119,190.19768855941976,4,4,1,0,36,0,50,Benign
97,25,27.232364136283877,2444,16.16521027940219,16573,253.5928311645675,1,0,3,1,40,1,22,Benign
87,20,14.48304745348473,3939,23.465824755288647,15352,475.93416993932965,6,3,2,0,35,0,35,Benign
58,36,27.900171597281293,2195,57.61377251732916,14485,444.1063076507186,3,1,0,0,16,0,27,Benign
65,13,5.664198591016142,3437,47.391210559248314,9017,478.4024897050467,6,8,4,1,17,0,48,Benign
50,10,20.795741323134198,4097,10.97279314072733,9270,148.22871068893568,0,7,2,0,1,2,66,Benign
65,34,12.510036912040192,2151,30.050242124168832,28570,111.21938464770267,8,2,4,6,22,1,99,Malware
39,30,8.429662154255425,1373,22.86989895401926,18514,143.953265764442,1,6,1,0,4,1,33,Benign
53,31,31.512755850154658,1653,41.907228418608696,23342,465.7182539410508,4,6,0,6,27,2,40,Malware
93,25,10.980216027877177,1903,32.96462267670965,29512,162.99545541422026,2,5,3,1,38,0,56,Benign
78,28,29.671732788388468,4095,58.22492624319704,14186,329.0546826290099,9,2,2,1,21,0,64,Benign
65,25,17.396680324753135,4541,20.948922549211908,18778,191.0329479443048,0,8,4,2,11,0,25,Benign
53,20,5.42872310122101,1743,39.39282079994703,27781,108.25416996671979,4,8,0,0,31,1,38,Benign
52,35,26.975984879030758,3470,45.01050074951113,6851,133.84853685703106,7,5,0,3,4,1,21,Benign
91,17,22.890792746581038,4248,51.278224467269084,11910,383.9188091865652,8,2,1,5,23,1,14,Malware
66,32,15.32515649503458,1852,30.348551521400353,8871,172.94658080533566,11,3,2,5,44,0,64,Malware
41,10,13.4463780177879,2770,44.346095382874076,19627,191.65568217339177,6,4,1,5,39,0,83,Benign
84,35,7.210737571113041,1830,25.160073569214138,24607,250.90260032947432,6,8,1,2,36,0,60,Benign
42,37,33.24276784505817,2561,31.773804618091013,17486,362.8966240544694,8,2,1,2,24,1,85,Malware
52,30,19.81954654076257,4337,54.78135656016996,14414,287.74895718386654,7,8,0,1,11,0,37,Benign
59,35,7.56573552728324,1972,57.495380466547715,12981,477.8440863975079,6,4,4,1,37,0,10,Malware
46,18,31.060391532334116,4945,45.940867346363234,26261,273.6728762958653,6,5,4,5,12,2,55,Benign
91,37,13.364995184534502,3676,28.71759453880925,16443,179.65236807898867,3,1,3,4,41,1,51,Malware
42,36,11.108081472039645,3617,51.002889498733204,11361,314.4571357636032,3,1,3,0,10,1,99,Benign
88,21,13.428123150266561,2293,11.293354086271009,19965,280.3558460379468,5,1,4,0,36,1,94,Benign
48,31,21.937143758213338,2352,15.137295526971053,22201,414.8553354140119,11,6,1,1,30,1,66,Malware
78,17,7.221694534911095,4526,43.06868681876806,20168,474.048492215793,2,5,0,1,15,2,58,Benign
41,35,19.452707273680293,2318,24.562428763502872,25300,434.5180912146029,3,6,1,3,7,2,91,Malware
90,26,31.87230335372938,1121,57.56931092002389,12487,255.61588997037688,4,2,1,3,32,2,83,Malware
48,19,10.645147875383715,1158,31.803030604615238,7070,186.4464489165439,4,3,1,5,40,2,38,Malware
38,36,14.935663164567316,4249,31.46824101945885,13828,465.795574805571,3,5,2,4,47,0,63,Malware
57,16,16.883658951549585,4727,43.90397550954656,20443,254.3758605748672,2,2,2,0,7,0,44,Benign
81,28,22.586621345817356,4399,48.37842811530948,9806,408.08264937948405,9,0,1,0,6,2,50,Benign
45,34,32.57762739578935,4951,33.777936906256826,11842,495.8109364851563,7,5,3,4,44,0,29,Malware
98,15,16.836176247272764,1306,20.700045085586208,15568,330.9770726061105,12,9,3,3,30,1,18,Malware
41,30,7.074585220332908,4982,48.66543213628108,25059,291.95218734755423,4,9,4,3,44,0,84,Malware
54,33,15.438525842929772,2112,26.01756374368138,12861,379.94831299248614,4,1,0,2,15,0,84,Malware
81,33,10.702562377995344,1750,18.75553846469288,21098,177.57239231625636,4,6,2,2,34,0,65,Malware
82,37,24.5532343645731,2061,41.58200949625066,23904,295.29589551946003,2,4,1,3,48,0,79,Benign
52,37,5.8778632750199655,2896,14.52268334951752,23909,224.9323028441303,9,0,2,6,37,2,31,Malware
45,28,13.757899132192202,1590,58.56763375430275,26401,165.69114827027195,9,8,4,1,6,0,13,Malware
86,27,21.355205216978597,2880,41.619863220606845,11699,344.0546196123811,7,1,3,0,27,0,14,Benign
68,24,13.320026181486629,4910,59.29477604608779,7635,330.2824341832587,1,1,3,0,41,1,15,Benign
82,11,21.529858500357626,1345,26.944671173931802,27156,404.48143989701595,4,9,0,2,42,2,61,Malware
71,23,8.441369665615497,4323,58.560258059519896,28221,449.1880496965445,9,9,0,3,4,1,42,Malware
87,30,33.284164639688676,4911,17.27811238643118,17406,188.1503944083557,4,3,4,3,15,0,79,Malware
68,19,13.727204219896601,1148,12.034738617351422,10159,411.88106082152007,8,1,0,2,16,0,89,Malware
43,37,32.6900251816965,2039,11.649203022730127,5259,246.95406430117163,9,9,4,4,15,1,12,Malware
34,25,14.775063185124361,2390,33.24351852996135,24380,351.5222407173699,4,5,2,5,21,1,64,Malware
64,16,28.455205735189633,3882,14.15020987392974,29192,440.0960110383245,12,4,1,2,23,0,89,Malware
47,17,12.38562072383759,4904,35.60839420838009,25485,202.47404611432756,12,9,3,2,25,1,22,Malware
38,19,25.093067071688036,1780,26.375025175445025,27838,340.38451358633483,8,9,1,1,9,0,40,Malware
